compound_id,compound_name,peak_id,delta_H,intensity,source_file
HMDB0004476,HMDB0004476,18,3.39,0.0412,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,19,3.39,0.0366,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,20,3.4,0.0124,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,21,3.41,0.0201,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,22,3.41,0.0545,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,23,3.42,0.0659,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,24,3.42,0.0635,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,25,3.42,0.054,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,26,3.43,0.0183,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,27,3.52,0.0206,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,28,3.52,0.0347,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,29,3.53,0.0494,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,30,3.53,0.064,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,31,3.53,0.0483,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,32,3.54,0.0325,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,33,3.54,0.0206,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,34,3.55,0.0142,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,35,3.55,0.0234,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,36,3.55,0.0328,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,37,3.56,0.0427,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,38,3.56,0.0332,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,39,3.56,0.0216,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,40,3.57,0.0136,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,41,3.91,0.0662,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,42,3.92,0.1053,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,43,3.93,0.0639,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,44,5.81,0.012,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,45,5.81,0.0334,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,46,5.81,0.0401,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,47,5.82,0.039,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,48,5.82,0.0273,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,49,5.83,0.0536,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,50,5.83,0.0688,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,51,5.83,0.0681,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,52,5.84,0.0543,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,53,5.84,0.0196,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,54,5.87,0.0161,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,55,5.87,0.0271,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,56,5.87,0.0282,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,57,5.88,0.0437,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,58,5.88,0.0443,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,59,5.88,0.0406,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,60,5.88,0.0326,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,61,5.88,0.0337,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,62,5.89,0.0263,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,63,5.89,0.023,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,64,5.89,0.0161,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,65,5.89,0.0255,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,66,5.9,0.0262,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,67,5.9,0.0219,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,68,5.9,0.0152,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,69,5.91,0.0085,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,70,7.42,0.0645,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,71,7.42,0.0639,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,72,7.42,0.0661,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,73,7.43,0.0665,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,74,7.43,0.0685,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,75,7.43,0.0671,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,76,7.44,0.0686,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,77,7.44,0.0675,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,78,7.87,0.0426,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,79,7.87,0.0466,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,80,7.87,0.0795,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,81,7.87,0.0438,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,82,7.87,0.0448,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,83,7.88,0.0406,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,84,7.88,0.0444,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,85,7.88,0.0742,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,86,7.89,0.0398,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,87,7.89,0.0406,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,88,8.44,0.1026,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,89,8.44,0.1023,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,90,8.45,0.1023,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,91,8.45,0.0967,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,92,8.56,0.1132,HMDB0004476_nmroned_2001_33516.txt
HMDB0004476,HMDB0004476,93,8.57,0.1101,HMDB0004476_nmroned_2001_33516.txt
HMDB0004487,HMDB0004487,1,1.72,0.1144,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,2,1.73,0.269,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,3,1.73,0.2746,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,4,1.73,0.3093,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,5,1.73,0.1776,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,6,1.75,0.4448,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,7,2.34,0.0035,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,8,2.35,0.0108,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,9,2.35,0.0165,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,10,2.35,0.0119,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,11,2.36,0.0067,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,12,2.36,0.0118,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,13,2.37,0.0178,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,14,2.37,0.0142,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,15,2.38,0.0172,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,16,2.38,0.0244,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,17,2.39,0.0176,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,18,2.39,0.0097,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,19,2.39,0.018,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,20,2.4,0.027,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,21,2.4,0.0194,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,22,2.41,0.0067,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,23,2.5,0.0306,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,24,2.51,0.0134,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,25,2.51,0.0213,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,26,2.51,0.0184,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,27,2.52,0.0497,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,28,2.52,0.0491,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,29,2.52,0.0386,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,30,2.52,0.0877,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,31,2.53,0.0911,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,32,2.53,0.0322,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,33,2.53,0.0212,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,34,2.54,0.0099,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,35,2.54,0.1063,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,36,2.55,0.0269,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,37,2.55,0.0269,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,38,2.55,0.0184,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,39,2.56,0.069,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,40,2.56,0.0738,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,41,2.57,0.0744,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,42,2.57,0.0695,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,43,2.58,0.023,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,44,2.59,0.0253,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,45,2.59,0.0205,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,46,2.59,0.0214,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,47,2.76,0.0109,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,48,2.77,0.0206,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,49,2.78,0.019,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,50,2.79,0.0274,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,51,2.8,0.0174,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,52,2.8,0.0165,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,53,2.81,0.0079,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,54,4.86,0.043,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,55,4.87,0.0335,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,56,7.01,0.0085,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,57,7.01,0.028,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,58,7.01,0.0392,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,59,7.02,0.0421,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,60,7.02,0.0431,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,61,7.02,0.0438,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,62,7.02,0.0428,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,63,7.03,0.0412,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,64,7.03,0.0339,HMDB0004487_nmroned_2002_33521.txt
HMDB0004487,HMDB0004487,65,7.03,0.0157,HMDB0004487_nmroned_2002_33521.txt
HMDB0004586,HMDB0004586,1,1.43,0.022,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,2,1.44,0.0246,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,3,1.45,0.0407,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,4,1.45,0.0306,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,5,1.46,0.0439,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,6,1.46,0.0304,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,7,1.47,0.0299,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,8,1.47,0.0475,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,9,1.48,0.031,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,10,1.48,0.0456,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,11,1.49,0.0279,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,12,1.5,0.0267,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,13,1.76,0.5804,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,14,1.83,0.0174,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,15,1.84,0.0301,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,16,1.84,0.0368,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,17,1.85,0.0398,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,18,1.85,0.0326,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,19,1.86,0.0293,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,20,1.86,0.0287,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,21,1.86,0.0369,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,22,1.87,0.0357,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,23,1.87,0.0286,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,24,1.88,0.016,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,25,2.05,0.0128,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,26,2.05,0.0214,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,27,2.05,0.0181,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,28,2.06,0.0235,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,29,2.06,0.021,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,30,2.07,0.025,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,31,2.07,0.0292,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,32,2.08,0.0229,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,33,2.08,0.0282,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,34,2.09,0.0226,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,35,2.09,0.0261,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,36,2.09,0.0263,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,37,2.1,0.0326,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,38,2.1,0.0285,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,39,2.1,0.0272,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,40,2.1,0.0366,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,41,2.11,0.0198,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,42,2.15,0.0099,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,43,2.15,0.0149,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,44,2.15,0.0162,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,45,2.16,0.0168,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,46,2.16,0.0181,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,47,2.16,0.0184,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,48,2.17,0.0213,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,49,2.17,0.0344,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,50,2.18,0.0413,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,51,2.18,0.0494,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,52,2.18,0.0493,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,53,2.19,0.0509,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,54,2.19,0.0512,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,55,2.2,0.0598,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,56,2.2,0.0505,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,57,2.21,0.0359,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,58,2.21,0.0301,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,59,2.27,0.0236,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,60,2.27,0.0265,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,61,2.27,0.0381,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,62,2.28,0.0413,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,63,2.28,0.0335,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,64,2.29,0.0377,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,65,2.29,0.0404,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,66,2.3,0.0596,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,67,2.3,0.0561,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,68,2.31,0.0481,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,69,2.32,0.0303,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,70,2.32,0.0299,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,71,2.32,0.0286,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,72,2.33,0.0281,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,73,6.62,0.0508,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,74,6.62,0.0566,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,75,6.62,0.053,HMDB0004586_nmroned_2003_33526.txt
HMDB0004586,HMDB0004586,76,6.63,0.0504,HMDB0004586_nmroned_2003_33526.txt
HMDB0004811,HMDB0004811,1,6.983,0.1643,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,2,6.998,0.1877,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,3,7.188,0.0755,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,4,7.192,0.0809,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,5,7.203,0.0635,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,6,7.207,0.0684,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,7,7.431,0.116,HMDB0004811_nmroned_2004_33529.txt
HMDB0004811,HMDB0004811,8,7.435,0.1156,HMDB0004811_nmroned_2004_33529.txt
HMDB0004812,HMDB0004812,1,7.26,0.7762,HMDB0004812_nmroned_2005_33534.txt
HMDB0004814,HMDB0004814,1,0.85,0.4777,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,2,0.85,0.0583,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,3,0.86,1.0,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,4,0.87,0.1161,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,5,0.88,0.5073,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,6,0.88,0.0593,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,7,1.53,0.1711,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,8,1.54,0.3298,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,9,1.55,0.3264,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,10,1.56,0.165,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,11,2.5,0.2947,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,12,2.51,0.58,HMDB0004814_nmroned_2006_33539.txt
HMDB0004814,HMDB0004814,13,2.52,0.2761,HMDB0004814_nmroned_2006_33539.txt
HMDB0004815,HMDB0004815,1,2.23,1.0,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,2,6.9,0.2448,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,3,6.92,0.2507,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,4,7.63,0.0874,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,5,7.63,0.1092,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,6,7.64,0.0816,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,7,7.65,0.1048,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,8,7.69,0.1443,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,9,7.69,0.1423,HMDB0004815_nmroned_2007_33542.txt
HMDB0004815,HMDB0004815,10,7.7,0.1493,HMDB0004815_nmroned_2007_33542.txt
HMDB0004816,HMDB0004816,1,7.92,0.7406,HMDB0004816_nmroned_2008_33545.txt
HMDB0004816,HMDB0004816,2,8.34,1.0,HMDB0004816_nmroned_2008_33545.txt
HMDB0004982,HMDB0004982,1,2.22,0.3603,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,2,2.23,1.0,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,3,2.25,0.8184,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,4,2.3,0.3833,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,5,2.31,0.5726,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,6,2.32,0.4971,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,7,2.33,0.1825,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,8,5.43,0.151,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,9,5.44,0.2822,HMDB0004982_nmroned_2009_33549.txt
HMDB0004982,HMDB0004982,10,5.45,0.139,HMDB0004982_nmroned_2009_33549.txt
HMDB0004983,HMDB0004983,1,5.0,3.138,HMDB0004983_nmroned_2010_33553.txt
HMDB0004983,HMDB0004983,2,4.0,3.138,HMDB0004983_nmroned_2010_33553.txt
HMDB0004987,HMDB0004987,1,4.2,0.3328,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,2,4.2,0.3655,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,3,4.19,0.3767,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,4,4.18,0.3435,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,5,4.15,0.1706,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,6,4.14,0.2524,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,7,4.13,0.1622,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,8,3.01,0.5067,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,9,3.0,1.0,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,10,2.98,0.5337,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,11,2.87,0.2456,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,12,2.86,0.2479,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,13,2.84,0.347,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,14,2.83,0.3342,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,15,2.68,0.3365,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,16,2.66,0.33,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,17,2.64,0.2436,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,18,2.63,0.2378,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,19,1.86,0.0313,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,20,1.85,0.0414,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,21,1.84,0.0708,HMDB0004987_nmroned_2011_33558.txt
HMDB0004987,HMDB0004987,22,1.83,0.1338,HMDB0004987_nmroned_2011_33558.txt
