compound_id,compound_name,peak_id,delta_H,intensity,source_file
HMDB0000781,HMDB0000781,22,4.04,0.0519,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,23,4.04,0.0519,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,24,4.06,0.0747,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,25,4.06,0.0755,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,26,4.13,0.0559,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,27,4.14,0.0533,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,28,4.15,0.0359,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,29,4.16,0.035,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,30,4.22,0.0472,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,31,4.23,0.0494,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,32,4.24,0.0447,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,33,4.24,0.04,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,34,4.68,0.0713,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,35,4.68,0.0708,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,36,5.25,0.1185,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,37,5.26,0.113,HMDB0000781_nmroned_1537_30832.txt
HMDB0000782,HMDB0000782,1,1.21,0.1059,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,2,1.24,1.0,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,3,1.24,0.4937,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,4,1.48,0.0826,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,5,1.48,0.0695,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,6,2.17,0.0612,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,7,2.18,0.1291,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,8,2.19,0.0803,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,9,2.19,0.0876,HMDB0000782_nmroned_1538_30837.txt
HMDB0000782,HMDB0000782,10,2.2,0.0278,HMDB0000782_nmroned_1538_30837.txt
HMDB0000783,HMDB0000783,1,3.75,0.8162,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,2,3.74,0.8356,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,3,2.32,0.1783,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,4,2.31,0.5336,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,5,2.29,0.5393,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,6,2.28,0.1825,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,7,1.13,0.5067,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,8,1.11,1.0,HMDB0000783_nmroned_1539_30842.txt
HMDB0000783,HMDB0000783,9,1.1,0.4812,HMDB0000783_nmroned_1539_30842.txt
HMDB0000784,HMDB0000784,1,2.18,0.5452,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,2,2.16,1.0,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,3,2.15,0.5896,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,4,1.56,0.0914,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,5,1.55,0.2872,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,6,1.53,0.3929,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,7,1.52,0.2749,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,8,1.3,0.7259,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,9,1.29,0.6253,HMDB0000784_nmroned_1540_30846.txt
HMDB0000784,HMDB0000784,10,1.27,0.1644,HMDB0000784_nmroned_1540_30846.txt
HMDB0000786,HMDB0000786,1,8.32,0.0259,HMDB0000786_nmroned_1541_30851.txt
HMDB0000788,HMDB0000788,1,3.74,0.1002,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,2,3.75,0.1106,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,3,3.76,0.1334,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,4,3.77,0.1463,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,5,3.85,0.1365,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,6,3.86,0.1592,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,7,3.87,0.1087,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,8,3.88,0.1193,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,9,3.92,0.0662,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,10,3.92,0.0661,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,11,3.93,0.1074,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,12,3.93,0.0995,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,13,3.94,0.07,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,14,3.95,0.0621,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,15,4.33,0.1319,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,16,4.34,0.2214,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,17,4.35,0.1341,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,18,4.72,0.081,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,19,4.73,0.0833,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,20,4.73,0.0886,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,21,4.74,0.1704,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,22,4.74,0.1007,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,23,5.54,0.2276,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,24,5.54,0.2178,HMDB0000788_nmroned_1542_30856.txt
HMDB0000788,HMDB0000788,25,5.76,0.3088,HMDB0000788_nmroned_1542_30856.txt
HMDB0000791,HMDB0000791,1,0.84,0.0542,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,2,0.85,0.1213,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,3,0.86,0.0487,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,4,1.26,0.1163,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,5,1.28,0.1366,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,6,1.28,0.13,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,7,1.59,0.0322,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,8,1.6,0.0424,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,9,1.61,0.0293,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,10,2.41,0.0386,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,11,2.41,0.0404,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,12,2.42,0.0706,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,13,2.43,0.0688,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,14,2.44,0.0374,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,15,2.44,0.0341,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,16,2.54,0.0233,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,17,2.56,0.0239,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,18,2.57,0.0407,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,19,2.59,0.0403,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,20,2.65,0.0406,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,21,2.66,0.0408,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,22,2.68,0.024,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,23,2.7,0.0227,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,24,3.18,1.0,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,25,3.61,0.0419,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,26,3.64,0.053,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,27,3.84,0.0322,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,28,3.86,0.0339,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,29,3.87,0.0265,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,30,3.88,0.0259,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,31,5.59,0.0157,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,32,5.61,0.0341,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,33,5.62,0.0339,HMDB0000791_nmroned_1543_30861.txt
HMDB0000791,HMDB0000791,34,5.63,0.0148,HMDB0000791_nmroned_1543_30861.txt
HMDB0000792,HMDB0000792,1,2.18,0.4681,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,2,2.17,0.82,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,3,2.15,0.5076,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,4,1.57,0.0774,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,5,1.55,0.2306,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,6,1.54,0.3184,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,7,1.52,0.2211,HMDB0000792_nmroned_1544_30866.txt
HMDB0000792,HMDB0000792,8,1.3,1.0,HMDB0000792_nmroned_1544_30866.txt
HMDB0000798,HMDB0000798,1,0.89,0.1771,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,2,0.9,0.4582,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,3,0.91,0.0596,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,4,0.91,0.1254,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,5,1.22,0.4989,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,6,1.24,1.0,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,7,1.25,0.499,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,8,1.27,0.0068,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,9,1.28,0.0126,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,10,1.28,0.0111,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,11,1.28,0.0235,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,12,1.29,0.0322,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,13,1.29,0.0333,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,14,1.29,0.0273,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,15,1.3,0.0376,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,16,1.3,0.0377,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,17,1.3,0.0546,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,18,1.3,0.102,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,19,1.31,0.1636,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,20,1.31,0.1563,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,21,1.31,0.1469,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,22,1.31,0.1314,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,23,1.32,0.0907,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,24,1.32,0.0844,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,25,1.32,0.1131,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,26,1.32,0.101,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,27,1.32,0.068,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,28,1.33,0.0787,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,29,1.33,0.0681,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,30,1.33,0.0673,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,31,1.33,0.0596,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,32,1.34,0.0436,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,33,1.34,0.0263,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,34,1.34,0.0339,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,35,1.35,0.0181,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,36,1.35,0.0163,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,37,1.35,0.0105,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,38,1.35,0.0109,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,39,1.36,0.0081,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,40,1.57,0.0317,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,41,1.58,0.0712,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,42,1.6,0.0843,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,43,1.61,0.0559,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,44,1.62,0.0186,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,45,2.28,0.2206,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,46,2.29,0.3566,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,47,2.3,0.2,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,48,4.09,0.1134,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,49,4.1,0.3376,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,50,4.11,0.3363,HMDB0000798_nmroned_1545_30871.txt
HMDB0000798,HMDB0000798,51,4.12,0.1114,HMDB0000798_nmroned_1545_30871.txt
HMDB0000802,HMDB0000802,1,8.37,0.0629,HMDB0000802_nmroned_1546_30876.txt
HMDB0000802,HMDB0000802,2,8.64,0.0635,HMDB0000802_nmroned_1546_30876.txt
HMDB0000803,HMDB0000803,1,2.04,0.7773,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,2,2.04,1.0,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,3,3.44,0.0804,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,4,3.45,0.0938,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,5,3.46,0.0911,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,6,3.46,0.0752,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,7,3.48,0.0913,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,8,3.48,0.0881,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,9,3.49,0.08,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,10,3.52,0.0346,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,11,3.53,0.0256,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,12,3.53,0.0418,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,13,3.55,0.0293,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,14,3.65,0.0394,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,15,3.66,0.0454,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,16,3.67,0.0347,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,17,3.68,0.0325,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,18,3.72,0.0341,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,19,3.73,0.0336,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,20,3.74,0.07,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,21,3.74,0.0442,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,22,3.75,0.038,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,23,3.76,0.0662,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,24,3.76,0.0949,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,25,3.76,0.0412,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,26,3.77,0.1179,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,27,3.79,0.0795,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,28,3.79,0.0836,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,29,3.83,0.0736,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,30,3.83,0.1228,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,31,3.83,0.0431,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,32,3.84,0.0476,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,33,3.84,0.0426,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,34,3.85,0.0615,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,35,3.85,0.1388,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,36,3.86,0.0826,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,37,3.86,0.0351,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,38,3.87,0.0488,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,39,3.87,0.0462,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,40,3.89,0.0634,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,41,3.89,0.0611,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,42,3.91,0.0443,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,43,3.91,0.0408,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,44,4.7,0.0477,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,45,4.71,0.0461,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,46,5.19,0.131,HMDB0000803_nmroned_1547_30881.txt
HMDB0000803,HMDB0000803,47,5.2,0.1302,HMDB0000803_nmroned_1547_30881.txt
HMDB0000806,HMDB0000806,1,0.88,0.0999,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,2,0.89,0.1976,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,3,0.9,0.111,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,4,1.61,0.0231,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,5,1.63,0.0571,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,6,1.64,0.076,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,7,1.66,0.0582,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,8,1.67,0.0291,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,9,2.34,0.0776,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,10,2.36,0.1402,HMDB0000806_nmroned_1549_30888.txt
HMDB0000806,HMDB0000806,11,2.37,0.083,HMDB0000806_nmroned_1549_30888.txt
HMDB0000807,HMDB0000807,1,3.852,0.0774,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,2,3.862,0.146,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,3,3.87,0.1267,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,4,3.872,0.0886,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,5,3.88,0.1827,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,6,3.89,0.1084,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,7,3.998,0.0974,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,8,4.002,0.1074,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,9,4.008,0.1018,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,10,4.012,0.1106,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,11,4.016,0.0862,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,12,4.021,0.0797,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,13,4.026,0.0789,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,14,4.031,0.0824,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,15,4.182,0.1649,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,16,4.186,0.1771,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,17,4.192,0.17,HMDB0000807_nmroned_1550_30891.txt
HMDB0000807,HMDB0000807,18,4.197,0.1549,HMDB0000807_nmroned_1550_30891.txt
HMDB0000808,HMDB0000808,1,0.9,0.4767,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,2,0.91,1.0,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,3,0.93,0.5257,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,4,1.58,0.0547,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,5,1.59,0.2303,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,6,1.61,0.4428,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,7,1.62,0.4411,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,8,1.64,0.2278,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,9,1.65,0.0541,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,10,2.27,0.409,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,11,2.28,0.7551,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,12,2.3,0.3889,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,13,3.93,0.8801,HMDB0000808_nmroned_1551_30896.txt
HMDB0000808,HMDB0000808,14,3.94,0.7473,HMDB0000808_nmroned_1551_30896.txt
HMDB0000812,HMDB0000812,1,7.93,0.013,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,2,7.92,0.0127,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,3,4.42,0.0106,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,4,4.41,0.0126,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,5,4.41,0.0138,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,6,4.4,0.0165,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,7,4.4,0.0155,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,8,4.4,0.0133,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,9,4.39,0.0131,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,10,4.39,0.0107,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,11,2.72,0.0204,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,12,2.71,0.0209,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,13,2.69,0.0271,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,14,2.69,0.026,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,15,2.53,0.0262,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,16,2.51,0.0261,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,17,2.5,0.0205,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,18,2.49,0.0202,HMDB0000812_nmroned_1553_30906.txt
HMDB0000812,HMDB0000812,19,2.03,0.2546,HMDB0000812_nmroned_1553_30906.txt
HMDB0000819,HMDB0000819,1,3.2,0.0599,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,2,3.22,0.0814,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,3,3.23,0.1367,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,4,3.24,0.1449,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,5,3.26,0.1568,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,6,3.27,0.1522,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,7,3.29,0.0652,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,8,3.3,0.0545,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,9,3.89,1.0,HMDB0000819_nmroned_1554_30910.txt
HMDB0000819,HMDB0000819,10,6.95,0.3549,HMDB0000819_nmroned_1554_30910.txt
